user_a,user_b,rssi,#timestamp
Nia Kamara,Sophia Brown,-88,1065900
Ethan Gray,-1,0,1538100
Elizabeth Powell,-1,0,2165100
Ellie Price,Joshua Wood,-82,1652700
Aisha Jallow,Joseph Cox,-88,619200
Aarav Patel,Skylar Long,-90,1332000
Kazuki Yamamoto,-1,0,2338500
Santiago Torres,-1,0,1735500
Yara Ndlovu,Rajesh Gupta,-73,1158900
Valentina Torres,Yuki Nakamura,-82,1347600
Chika Akintola,Leah Watson,-81,2038500
Jack Morgan,Gabriel Cox,-75,218700
Youssef Al-Saeed,-1,-94,2171100
Harper Nelson,-1,-88,1007400
Avery Young,-1,0,1132200
Layla Al-Aziz,Benjamin Taylor,-91,1952400
Safiya Dlamini,-1,-68,1200900
Amelia Castro,Andrew Foster,-82,2003700
Michael Coleman,-1,-62,1676100
Mounir El-Said,-1,0,1614300
Alejandro Morales,-1,0,1996800
Levi Russell,-1,-77,1466700
Renata Miranda,-1,0,1846200
Julian Ramirez,Bilal Farah,-72,142500
Valentina Castro,-1,0,2006400
Vladislav Romanov,-1,0,2002200
Mirembe Nakamura,Isaac Rogers,-83,1332300
Viktor Sokolov,-1,0,1911300
Ahmed Nasser,-1,-93,33600
Aleksei Sokolov,Penelope Brooks,-89,1614000
Rania Al-Akbar,Lucy Ramirez,-90,722100
Yekaterina Pavlova,Omar Al-Haddad,-91,1093500
Isabella Pereira,Priya Patel,-83,1941600
Mariam Al-Zahid,-1,0,1865700
Mikhail Petrov,-1,-74,785700
Ethan Johnson,-1,0,1404000
Stella Reed,-1,0,1404300
Hamza Saad,Adrian Washington,-90,1335600
Brooklyn Patterson,-1,0,1797600
Penelope Griffin,-1,0,2145600
Alexey Smirnov,Lucas Escobar,-88,2032800
Layla Price,-1,-86,578100
Matias Carvalho,Sophia Brown,-97,1077300
Benjamin Pacheco,Sana Wang,-91,125100
Musa Kamau,Yuki Nakamura,-86,137400
Sebastian Herrera,Julian Ferreira,-95,1751100
Avery Stewart,-1,0,1662000
Khadija Issa,Aleksei Sokolov,-75,2215800
Hiroshi Kimura,-1,0,763200
Gabriel Wright,-1,0,624000
Emma Guzman,Benjamin Turner,-90,2199600
Rakesh Singh,Kazuki Suzuki,-87,1593600
Elizabeth Powell,-1,0,2180700
Leonardo Cordero,-1,0,1059300
Benjamin Pacheco,Nathan Edwards,-78,1522800
Santiago Marques,Malik El-Din,-91,210900
Ethan Baker,-1,0,520500
Aleksandr Makarov,Fatima Al-Ahmadi,-45,141300
Rajesh Gupta,Saki Tanaka,-98,1672200
Amelia Coleman,-1,0,2307300
Vitaly Voronov,-1,0,1228500
Chloe Bennett,-1,0,2261700
Gabriel Wright,Savannah Coleman,-92,1327800
Amina Nkrumah,Asha Kebede,-86,2286000
Elena Petrova,-1,0,638700
Malik Toure,-1,0,105300
Santiago Almeida,-1,-94,425100
Amara Sesay,-1,-96,1904100
Emma Salazar,-1,0,1946700
Isabella Barbosa,-1,-83,1223700
Chidi Okoro,-1,0,1686900
Julian Ferreira,-1,0,932700
Kazuki Yamamoto,-1,0,1227000
Jabiru Moyo,Addison Watson,-92,1336800
Nicolas Almeida,Benjamin Rocha,-74,296700
Amir Khalifa,Michael Coleman,-84,896400
Gabriel Marques,Imani Asante,-98,1042800
Sergei Ponomarev,-1,-92,1993500
Liam Thompson,Henry Hughes,-88,216600
Nicolas Ortega,Hamza Al-Hussein,-78,1060500
Mariam Al-Zahid,-1,-79,1005900
Wyatt Roberts,Gabriel Wright,-72,405900
Victoria Kuznetsova,-1,-51,346200
Rima Hassan,Anthony Cook,-96,2129100
Abdullah Karim,Arisa Sato,-97,299400
Aya Al-Bakri,-1,0,822000
Iniko Nkrumah,-1,0,2005200
Anna Kuznetsova,-1,0,2164200
Oliver White,-1,-68,824700
Imani Asante,Liam Thompson,-86,224100
Layla Al-Aziz,-1,0,603000
Lina Al-Saleh,Zainab Nkosi,-70,791400
Oksana Antonova,-1,0,2377500
Bella Gray,-1,0,891900
Scarlett Murphy,-1,-74,1076700
Gabriel Rocha,Emily Cook,-82,1694700
Roman Smirnov,Emma Mendonça,-81,1953000
Hannah Collins,-1,0,858600
Bella Gray,Stella Rodriguez,-97,2106000
Vitaly Voronov,-1,0,2137500
Madison Bailey,-1,0,418200
Abdullah Fawzi,Shinji Yamamoto,-88,1345500
David Ross,-1,-55,608400
Yara Aziz,Amina Nkrumah,-96,1349100
Zoey Griffin,-1,0,78600
Natalia Voronova,Bella Gray,-81,1602600
Sofia Soares,Julian Ramirez,-74,1428300
Rohan Gupta,Matthew Adams,-85,2119200
Gabriel Gray,-1,0,33900
Chika Osagie,-1,0,164400
Tomas Vasquez,Nisha Patel,-84,894600
Aubrey Russell,-1,0,651900
Tariq Al-Saadi,Ashok Sharma,-91,1437000
Gabriela Oliveira,Audrey Ramirez,-92,2208600
Antonella Mendonça,-1,0,1467900
Halima Toure,Benjamin Turner,-80,1024200
Yasmin Al-Ahmad,Zoey Griffin,-93,381300
Aarav Gupta,-1,0,964200
Amira Sarr,-1,0,161700
Matias Carvalho,-1,0,169200
Arjun Gupta,-1,-88,205200
Ayodele Balogun,-1,0,542700
Amir Khalifa,Hazel Gonzalez,-68,2068200
Yasmin Hamdi,Aisha Keita,-94,654000
Stella Mitchell,-1,0,1233900
Omar Al-Khalidi,Haruki Sato,-97,298800
Nala Bah,-1,0,1338600
Abdullah Fawzi,-1,0,1857000
Satoshi Tanaka,-1,0,1153200
Diop Sarr,Idris Nkrumah,-90,1676400
Martina Cardoso,Akira Tanaka,-78,1445400
Scarlett Hall,Alexander Reed,-70,150900
Min-jun Lee,-1,0,1119000
Ayomide Kamau,Oliver Turner,-78,297600
Nala Bah,Karan Gupta,-89,377700
Andrey Popov,-1,0,1908000
Aisha Al-Mahdi,Ibrahim Fawzi,-90,477600
Jamila Diawara,Samuel Reed,-86,2124300
Nadia Al-Hamadi,Daniel Parker,-97,2168100
Ivan Smirnov,Nuru Dlamini,-55,1421700
Rania Al-Akbar,Omar Al-Khouri,-87,1690500
Aliya Al-Maqdisi,-1,-92,128400
Ethan Allen,-1,0,565200
Hamza Saad,-1,-64,2018100
Aleksandr Kozlov,Hamza Al-Hussein,-80,750000
Vitaly Popov,Aliya Al-Saadi,-81,1614300
Akira Tanaka,-1,-90,251100
Marina Kovalenko,Kazuki Suzuki,-78,219300
Rima Hassan,Violet Kelly,-79,473400
Jack Mitchell,-1,-96,592500
Nour Al-Saeed,-1,0,1731900
Emma Fernandes,-1,0,491400
Rima Hassan,Zahara Adekunle,-91,2285700
Ava Wilson,Olivia Smith,-59,1098300
Chika Akintola,-1,-91,198000
Nia Nkosi,Haruki Sato,-81,397200
Hamza Al-Hussein,Charlotte Bell,-96,713100
Diop Sarr,-1,0,2015400
Aya Al-Bakri,-1,0,100500
Daniel Parker,-1,0,603300
Yana Volkova,Svetlana Orlova,-88,121800
Dylan Butler,-1,-80,1095900
Antonella Ramirez,Ji-woo Lee,-79,1612200
Valentina Escobar,Zahara Mwangi,-86,816300
Addison Watson,-1,0,460800
Fatoumata Diop,-1,0,870900
Kofi Akoto,-1,0,1779300
Amara Bello,Tatiana Ivanova,-77,1817100
Nadia Al-Salim,Samira Khalid,-94,751500
Aria Peterson,-1,0,1664100
Sofia Costa,-1,-86,1857900
Zainab Fall,Kato Nwadike,-72,1555800
Ekaterina Ivanova,-1,0,2174100
Scarlett Murphy,-1,-98,1764900
Victoria Kuznetsova,-1,-53,936000
Alejandro Rodríguez,-1,0,1170600
Olivia Smith,-1,-90,1008900
Ji-hye Park,-1,0,1030500
Chloe Rogers,-1,-93,1497000
Scarlett Nelson,David Murphy,-95,1597200
Adnan Karim,-1,0,1636500
Mia Miller,Benjamin Turner,-98,1419300
Lucy Ramirez,-1,0,1239300
Jabari Mbeki,Ji-hye Park,-76,138300
Yara Ndlovu,Violet Kelly,-77,1197300
Chinedu Okonkwo,-1,0,1469100
Amara Bello,-1,0,2099100
Amina Koné,Ji-woo Park,-80,614400
Savannah Cox,Victoria Morgan,-85,1084800
Habiba Mansour,Santiago Marques,-91,2016900
Lucas Rios,-1,0,1145400
Savannah Cox,-1,0,1123200
Ayesha Touré,Ravi Sharma,-67,2033400
Aleksei Volkov,Karan Kapoor,-92,723000
Mei Nakamura,Grace Ramirez,-74,305100
Mustafa Al-Masri,-1,0,539400
Aya Al-Bakri,-1,0,247800
Khaled Al-Hakim,James Walker,-92,1023900
Akira Tanaka,Zoey Hall,-92,1677300
Zikomo Banda,-1,0,1755000
Samira Al-Haddad,-1,0,1766700
Samuel Richardson,-1,0,984300
Amina Ali,-1,0,1313700
Nicolas Ortega,Hamza Al-Hussein,-75,1853700
Layla Al-Farsi,-1,0,1295700
Mubarak Achebe,-1,0,911100
Sergey Antonov,-1,0,1362900
Nathan Stewart,-1,-82,1871400
Ella Phillips,Landon Morgan,-94,1032000
Brooklyn Peterson,-1,0,1103400
Karim Sharif,-1,0,1906200
Aishwarya Gupta,-1,0,1901100
Hasan Al-Masri,-1,0,1049400
Ahmed Sharif,-1,0,2086800
Santiago Castro,-1,0,1680300
Youssef Al-Saeed,Sakura Suzuki,-97,828600
Baraka Soumahoro,Kofi Akoto,-92,1952700
Noor Al-Hakim,-1,0,379800
Zhang Li,-1,0,21000
Zara Diop,Ryota Nakamura,-98,1611900
Nathan Stewart,Eli Ramirez,-72,980400
Juan Gonzalez,-1,0,1655700
Aleksandr Makarov,-1,0,2323200
Fatima Sarr,-1,0,17400
Mustafa Al-Masri,-1,0,2336100
Safiya Kamau,Hazel Gonzalez,-87,137100
Avery Stewart,-1,0,1986900
Adedeji Adeyemi,Ali Abbas,-92,1122900
Sebastian Herrera,-1,0,1685400
Safiya Kamau,Christopher Davis,-67,236700
Anna Kuznetsova,-1,-86,2221800
Amira Al-Jabouri,-1,0,1208400
Salma Al-Jaber,Nia Keita,-87,2209500
Nala Diallo,-1,-43,1209900
Amina Nkrumah,Noor Al-Badawi,-94,746100
Addison Watson,Zoey Powell,-80,2024700
Zahara Soweto,Zoey Hall,-75,126300
Youssef Al-Saeed,Rajesh Gupta,-74,1434900
Tariq Al-Rashid,Madison Rivera,-95,2034900
Penelope Collins,-1,0,286200
Arisa Sato,-1,0,1398600
Isabella Costa,Nala Diallo,-93,913500
Aleksandr Petrov,Bella Gray,-72,495600
Matthew Adams,-1,-73,210300
Chinedu Okonkwo,-1,0,258000
Nala Bah,Priya Kapoor,-97,1594500
Tawanda Gumbo,-1,0,2338200
Victoria Parker,-1,0,2371800
Claire Simmons,Sebastian Foster,-75,651300
Nala Bah,-1,0,1766400
Camila Lima,Gabriel Cox,-75,1716300
Lucas Pereira,Andrey Popov,-81,911400
Adnan Karim,-1,-85,60900
Ibrahim Al-Abbasi,-1,0,974700
Ahmed Al-Rashidi,-1,0,831900
Ahmed Sharif,-1,-75,436200
Madison Bailey,-1,0,1724100
Grayson Parker,Christopher Perry,-79,1419900
David Rogers,-1,0,2348100
Samira Khalid,-1,0,599100
Martina Alvarez,Christopher Foster,-77,389400
Mojalefa Modise,-1,0,122100
Harper Ward,-1,0,934200
Caleb Wood,-1,0,707400
Rashid Al-Riyadi,-1,0,143400
Santiago Marques,Haruki Nakamura,-73,2113500
Li Wei,-1,0,2410800
Daria Kuznetsova,Antonella Ramirez,-97,1544100
Halima Toure,Lily Turner,-97,1024200
Antonella Mendonça,Rashid Mahmoud,-96,2190600
Jack Morgan,-1,0,1839300
Vitaly Voronov,-1,0,1757700
Leah Watson,-1,0,414000
Ayodele Balogun,-1,-65,1548300
Michael Coleman,-1,0,376200
Li Chen,Karan Kapoor,-86,2111100
Ravi Gupta,Christopher Davis,-94,1619100
Musa Kamau,-1,-90,665400
Christopher Reed,-1,0,1892100
Yara Ndlovu,Uzoma Okeke,-76,119700
Mia Miller,-1,0,864600
Obi Eze,Arisa Sato,-93,1670700
Gabriel Rocha,Nala Bah,-93,741300
Violet Perry,-1,0,2403900
Imani Eze,-1,0,2221800
Anna Kuznetsova,-1,0,609000
Olga Smirnova,-1,-90,1221900
Omar Al-Khalidi,-1,-62,821700
Malik Nwosu,-1,0,12600
Zhang Li,Amelia Coleman,-82,310200
Vitaly Popov,Sara Hassan,-87,1497300
Jelani Mansour,-1,0,1802400
Amara Bello,Ayesha Touré,-68,1469700
Igor Sidorov,-1,-67,1863900
Zahara Soweto,Zoey Hall,-89,798000
Viktor Sokolov,Penelope Griffin,-82,1475400
Viktor Popov,-1,-92,111600
Asha Kebede,Aarav Gupta,-89,1946400
Jabari Azikiwe,-1,-96,42000
Fatima Sarr,-1,0,2359500
Halima Toure,Zoey Griffin,-79,1011300
Sofia Soares,Aisha Jallow,-65,31500
Jin Chen,-1,0,1188300
Nathan Stewart,Eli Ramirez,-66,2337600
Isabella Rodrigues,-1,0,1852200
Gabriel Rocha,Juan Pablo Guerra,-97,920400
Emily Hall,-1,0,1492500
Lucas Herrera,Aliya Al-Saadi,-79,1565700
Pedro Gomes,-1,-95,1766700
Hasan Al-Masri,-1,0,1469400
Emiliano Cabrera,-1,0,2376900
Mikhail Petrov,Kazuki Suzuki,-93,2290200
Mia Price,-1,0,63600
Julian Ferreira,Isabella Guzman,-86,2125200
Layla Al-Farsi,-1,0,220800
Baraka Soumahoro,Aisha Jallow,-91,1901700
Marina Popova,Andrew Foster,-64,1083900
Ifeoma Eze,Jelani Nyathi,-86,1352100
Matthew Adams,Penelope Griffin,-92,1088100
Sofia Campbell,-1,-88,27000
Vitaly Popov,Matthew Adams,-58,1347600
Aria Reed,Ellie Parker,-93,222000
Jamila Moyo,-1,0,1914900
Santiago Marques,Tariq Al-Saadi,-79,1600800
Raziya Ndlovu,Asha Kamau,-92,690900
Malik Toure,-1,0,1292700
Fahad Hassan,-1,0,1407300
Matthew Hayes,-1,0,2267400
Wyatt Roberts,-1,-81,1577100
Zoey Morgan,-1,0,203700
Priya Patel,Yuki Nakamura,-45,1511400
Nicolas Santos,Ella Phillips,-71,2105400
Julian Ross,-1,0,242400
Viktor Popov,-1,0,1262700
Iniko Nkrumah,-1,0,1929300
Benjamin Rocha,-1,0,1988400
Isaac Mitchell,-1,-88,625200
Abdullah Fawzi,Matthew Thompson,-95,216600
Amira Sarr,-1,0,114300
Isaac Hayes,-1,0,551400
Ryan Rogers,-1,0,1851900
Safiya Dlamini,-1,0,1995300
Christopher Perry,Wyatt Roberts,-78,1002300
Aliya Al-Maqdisi,-1,0,770100
Priya Kapoor,David Ross,-78,466800
Santiago Ferreira,-1,0,777000
Amelia Coleman,-1,0,69600
Yulia Antonova,Sana Khan,-87,297600
Salma Al-Salim,-1,0,1434900
Antonella Rodrigues,Fahad Al-Hamdan,-93,129900
Benjamin Taylor,-1,0,86700
Noah Martinez,-1,0,1998600
Amira Kebede,Victoria King,-81,1194600
Musa Kamau,-1,0,2232300
Adedeji Adeyemi,Isabella Andrade,-98,1469100
Hamza Saad,Adam Wilson,-71,2320800
Rajesh Gupta,Violet Kelly,-68,1237200
Yara Ndlovu,-1,-85,1619100
Paisley Phillips,-1,0,521400
Chipo Moyo,-1,0,710400
Rajan Patel,-1,0,502500
Jamila Moyo,Akira Tanaka,-89,2124300
Zainab Nkosi,Matthew Thompson,-80,1394100
Daniel Turner,-1,0,1537200
Caleb Sanchez,-1,0,886200
Ifeoma Eze,Aisha Keita,-90,748800
Tariq Al-Rashid,Isaac Hayes,-95,826500
Zainab Nkosi,Eleanor Sanchez,-91,1432200
Bilal Farah,-1,-92,1887000
Zara Al-Ali,-1,-88,960900
Benjamin Pacheco,-1,-88,1280400
Nora Howard,Christopher Price,-87,1214700
Aleksandr Popov,Li Wei,-96,1421100
Anna Kuznetsova,-1,0,1896300
Scarlett Collins,-1,-50,1186800
Abdullah Fawzi,-1,0,850200
Nisha Shah,-1,0,2107500
Agustina Duarte,Omar Al-Haddad,-77,1087200
Shinji Yamamoto,Abigail Morgan,-95,225600
Sana Khan,-1,0,174000
Li Wei,-1,0,999000
Aleksandr Popov,-1,0,1156800
Julian Ferreira,Addison Watson,-84,2103300
Aliya Al-Saadi,Priya Kapoor,-97,68700
Tatiana Ivanova,-1,0,1605300
Isabella Andrade,-1,-84,936000
Jacob Wright,-1,0,561300
Jack Morgan,-1,0,381300
Amir Khalifa,Emily Bell,-95,1026000
Lumka Ntuli,Oliver Turner,-93,1072500
Thabo Mokwena,Victoria Morgan,-93,480900
Yara Ndlovu,Uzoma Okeke,-57,904800
Thabo Mokwena,-1,0,1723200
Zara Diop,Alexander Hill,-74,2107800
Leila Al-Jarrah,-1,0,1667100
Valentina Torres,Amelia Coleman,-75,115800
Khaled Al-Najjar,-1,0,82200
Ellie Foster,-1,0,28800
Saki Tanaka,-1,0,2094600
Rania Al-Akbar,Nisha Patel,-93,125700
Dalia Mensah,Safiya Kamau,-75,2044200
Matias Carvalho,Ibrahim Al-Abbasi,-91,1589100
Hassan Ibrahim,Tariq Mansour,-77,633900
Imani Eze,-1,0,1147800
Viktor Sokolov,Diego Marquez,-99,1128900
Isaac Adams,-1,0,1359300
Karan Kapoor,David Rogers,-85,1587900
Viktor Sokolov,-1,0,674700
Nour Al-Saeed,-1,0,421200
Henry Hughes,-1,0,1979400
Stella Rodriguez,-1,-73,939900
Isabella Guzman,-1,0,603000
Baraka Okafor,Ayako Tanaka,-92,1347000
Victoria Morgan,-1,0,95700
Grayson Parker,Landon Sanders,-79,814200
Julian Ferreira,-1,0,2412000
Malik Toure,-1,0,618600
Safiya Kamau,Christopher Davis,-72,979800
Lucas Almeida,Shinji Yamamoto,-80,746100
Lucas Pereira,Amira Kebede,-95,999000
Ahmed Nasser,-1,0,1261500
Sofia Ribeiro,Kazuki Suzuki,-83,1951800
Rima Hassan,Jamila Moyo,-97,727200
Ava Wright,-1,-92,1588200
Ahmed Al-Rashidi,Karan Gupta,-99,1956600
Aleksei Volkov,Rajan Patel,-73,1938600
Haruki Nakamura,Aarav Gupta,-62,2046000
Santiago Marques,Imani Koné,-92,1289100
Layla Al-Fawzi,Leah Watson,-86,2210700
Jack Morris,-1,0,1860300
Mateo Costa,Jack Mitchell,-68,586800
Ji-hye Park,-1,0,572700
Valentina Torres,Imani Eze,-79,1350600
Sebastian Foster,Liam Thompson,-75,537000
Zhang Wei,-1,0,420300
Oksana Antonova,Christopher Davis,-82,228000
Baraka Okafor,Noah Martinez,-70,2280000
Natalia Voronova,Priya Kapoor,-96,1348200
Arisa Sato,-1,0,1158300
Omar Al-Khalidi,-1,0,806700
Aleksandr Kozlov,-1,-68,408300
Noor Al-Badawi,-1,0,346200
Folasade Dosunmu,-1,0,427200
Adam Wilson,Owen Edwards,-75,2328600
Mojalefa Modise,Grayson Parker,-92,828300
Ayako Tanaka,-1,-95,2126700
Oliver White,-1,-83,1813500
Christopher Price,-1,-94,345300
Viktor Popov,Leah Watson,-92,1000200
Andrei Sokolov,Aarav Gupta,-98,1961400
Emma Salazar,-1,-90,1969500
Sakura Suzuki,-1,0,705900
Nicolas Santos,-1,-81,1221000
Matias Carvalho,-1,0,456300
Aisha Keita,Aisha Jallow,-89,1876200
Rajan Shah,Ravi Sharma,-93,133500
Elena Orlova,Ekaterina Fedorova,-90,133800
Rakesh Singh,-1,0,45000
Lumka Ntuli,Claire Simmons,-86,1072500
Chika Akintola,-1,0,1120800
Karim Saad,Malik Akoto,-91,1351200
Mounir El-Said,Lily Turner,-98,2298000
Brooklyn Patterson,Joshua Wright,-93,1585200
Hamza Saad,Zoey Griffin,-74,142200
Isabella Andrade,Ji-hoon Lee,-60,917100
Natalya Kuznetsova,-1,-92,914400
Scarlett Nelson,William Cox,-64,395100
Chukwuma Eze,Malik Al-Ali,-99,2170800
Nia Keita,-1,0,2358000
Martina Alvarez,Nia Nkosi,-90,1090500
Chloe Parker,-1,0,299700
Tariq Ibrahim,Kazuki Suzuki,-96,2132400
Layla Al-Khouri,Joshua Wright,-75,1005600
Joshua Wright,-1,0,1913700
Nicolas Almeida,Rajesh Gupta,-76,778800
Safiya Kamau,-1,0,1027800
Victoria Morgan,James Foster,-74,519300
Tariq Asante,-1,-87,29400
Halima Toure,Nicolas Santos,-97,2072400
Samuel Richardson,-1,0,340800
Ana Oliveira,-1,0,1045200
Ana Oliveira,-1,0,2340600
Youssef Al-Saeed,-1,0,2290800
Haruki Takahashi,-1,-97,1905900
Elizabeth Bennett,-1,-86,285300
Ashok Sharma,-1,0,235500
Elena Petrova,Eli Ramirez,-76,396900
Dmitri Sidorov,Hazel Gonzalez,-96,1012200
Victoria Parker,-1,0,1622100
Lucas Almeida,-1,0,1666200
Benjamin Mendez,-1,0,1917300
Lucas Herrera,Rajesh Gupta,-92,1249200
Ekaterina Fedorova,Jackson Carter,-83,206400
Lucas Escobar,-1,0,560100
Gabriela Oliveira,-1,0,1314000
Yekaterina Sidorova,-1,0,1283700
Madison Rivera,-1,0,87900
Musa Kamau,Renata Miranda,-78,747900
Camila Cardoso,Nathan Edwards,-70,1534200
Nicolas Ribeiro,Tomas Sanchez,-92,2037300
Emily Cook,-1,0,2262300
Samuel Reed,-1,0,555000
Grace Ramirez,-1,-79,2339700
Zhang Li,-1,-92,2305500
Ethan Gray,-1,0,267300
Charlotte Thomas,-1,0,2068200
Nikolai Kozlov,Hiroshi Kimura,-94,2286300
Nia Juma,-1,0,532800
Leila Al-Jarrah,-1,0,1051800
Aleksandr Gusev,Skylar Long,-82,727200
Martina Oliveira,Rajesh Gupta,-77,1443300
Emily Bell,-1,-92,482100
Ifeoma Azikiwe,Alexander Reed,-87,1595700
Youssef Al-Saeed,Zahra Al-Jaber,-76,566700
Adebisi Adeleke,-1,-73,1357800
Aisha Saidi,-1,-84,1103400
Ashok Sharma,Harper Lewis,-95,308700
Zahara Mwangi,-1,0,2112300
Scarlett Murphy,Lucas Garcia,-94,1439100
Asha Kebede,-1,0,1113000
Emily Cook,-1,0,2106600
Henry Richardson,-1,-84,1943400
Viktor Sokolov,-1,0,824100
Baraka Okafor,-1,0,90900
Layla Al-Aziz,Elizabeth Powell,-78,986700
Benjamin Rocha,-1,0,252600
Thiago Herrera,Camila Vargas,-97,249600
Ji-yeon Park,-1,0,2392200
Tatiana Ivanova,-1,0,810900
Yulia Antonova,Alexander Reed,-83,215400
Jabari Mbeki,Jack Morgan,-93,315600
Fatimah Mbeki,-1,0,783600
Baraka Okafor,-1,-92,1449900
Layla Al-Aziz,Sophia Brown,-87,1435200
Addison Gonzalez,-1,0,419100
Kofi Boateng,Lucas Herrera,-76,1601100
Christopher Davis,-1,0,2198400
Leonardo Cordero,Stella Rodriguez,-82,901800
Andrei Romanov,-1,0,228000
Noah Jenkins,-1,0,2174400
Hassan Ibrahim,Tariq Mansour,-94,1907100
Youssef Al-Mansoori,Malik Akoto,-87,1516500
Ji-hoon Lee,Rajan Patel,-92,1466400
Anna Volkova,Youssef Al-Saeed,-82,800700
Zara Al-Ali,Madison Rivera,-87,1954500
Ifeoma Azikiwe,Isaac Hayes,-96,1942800
Antonella Rodrigues,-1,0,1151100
Gabriel Rocha,-1,0,1775100
Amina Nkrumah,Samuel Richardson,-100,2103300
Mpho Mohapi,-1,0,606300
Pavel Egorov,Christopher Collins,-90,811500
Lucy Ramirez,-1,0,2342400
Stella Rodriguez,-1,0,1547100
Haruki Takahashi,-1,0,1543200
Yara Aziz,-1,0,1128900
Sofia Campbell,-1,0,1848600
Martina Cardoso,Harper Nelson,-68,1430100
Nkosana Nkosi,Mia Miller,-94,829800
Ana Oliveira,Violet Kelly,-81,748800
Penelope Collins,-1,0,411900
Nia Juma,-1,-87,1180800
Levi Russell,-1,0,302100
Raziya Abubakar,-1,0,1881300
Sara Hassan,-1,0,1668900
Fatima Sarr,Shinji Yamamoto,-82,2126100
Malik El-Din,Michael Cooper,-79,2038500
Hazel Gonzalez,Andrew Hayes,-94,1031400
Daniel Turner,-1,0,1414500
Christopher Perry,-1,0,1105200
Mei Zhang,-1,0,1187400
Lucas Rios,-1,-96,513000
Baraka Sesay,-1,0,12900
Amina Abiola,-1,0,1263300
Emiliano Cabrera,-1,0,1915200
Penelope Brooks,-1,0,762600
Matthew Bell,-1,-93,1038000
Santiago Castro,Bella Gray,-88,234000
Madison Peterson,Savannah Coleman,-79,2277300
Amelia Clark,-1,0,986100
Safiya Dlamini,-1,0,2354400
Chinedu Okonkwo,Nia Keita,-88,1093500
Idris Nkrumah,Ava Wright,-92,863400
Penelope Collins,-1,0,704700
Ashok Sharma,-1,0,1302000
James Foster,Charlotte Bell,-82,1877400
Natalya Kuznetsova,-1,-86,2255400
Aleksandr Popov,Ava Wright,-85,208500
Kofi Sankara,-1,0,1238700
Adrian Washington,-1,0,699300
Samuel Lee,Sebastian King,-84,1688100
Grayson Parker,Landon Sanders,-80,808800
Oksana Volkova,-1,-93,1543800
Nuru Dlamini,Aubrey Russell,-96,1952400
Yuri Romanov,-1,-72,954300
Mason Anderson,-1,0,953100
Lucas Rios,Aisha Al-Mahdi,-73,1615200
Amina Abiola,-1,-87,1146300
Deepika Singh,-1,0,1645200
Lina Al-Saleh,Matthew Thompson,-83,1276800
Santiago Almeida,-1,0,98100
Benjamin Mendez,-1,0,567000
Ahmed Al-Rashidi,-1,0,1725600
Haruki Nakamura,-1,-100,1791000
Diego Marquez,-1,0,2222700
Karan Kapoor,Harper Lewis,-80,203100
Ji-eun Kim,-1,0,1991700
Sara Al-Khouri,-1,0,1661700
Baraka Sesay,Amara Sesay,-87,815100
Musa Kamau,Mariam Al-Zahid,-90,1082400
Caleb Nelson,-1,0,1477800
Salma Al-Salim,Wyatt Roberts,-81,990300
Igor Sidorov,-1,0,2418900
Lucas Almeida,Lily Foster,-79,396600
Tatiana Ivanova,-1,0,1049400
Elijah Rodriguez,-1,0,243300
Ahmed Rizk,-1,0,1764600
Arjun Gupta,Leah Watson,-88,826800
Oluwaseun Oladipo,Sofia Santos,-91,2319300
Salma Al-Salim,-1,0,1248600
Rohan Gupta,-1,0,325800
Aisha Al-Mahdi,-1,0,1553400
Isabella Ferreira,-1,0,2199900
Asha Osei,Avery Reed,-97,1615800
Victoria Andrade,-1,0,2279400
Fahad Al-Hamdan,Zuri Chukwu,-89,1424100
Vladimir Smirnov,Julian Ferreira,-90,1882800
Aisha Hakim,Zuri Kamara,-85,2412900
Isabella Costa,-1,-87,1830000
Sebastian Barbosa,Baraka Soumahoro,-77,1440300
Mustafa Al-Masri,Amelia Murphy,-90,2316600
Sebastian Santos,-1,0,1253700
Sakura Suzuki,Zoey Hall,-90,1429800
Andrew Turner,-1,-88,748200
Hiroshi Kimura,-1,-93,61200
Gabriel Cox,-1,0,2304600
Bilal Farah,Noah Jenkins,-58,1072800
Alexey Ivanov,Noor Al-Hakim,-80,1301400
Nora Foster,-1,0,786000
Christopher Reed,-1,0,2010300
Renata Miranda,Andrew Hayes,-86,742500
Nour Al-Saeed,Mei Chen,-77,2418300
Mei Nakamura,-1,-64,1756200
Avery Young,-1,-70,850200
Marina Popova,Hiroshi Nakamura,-93,175200
Ayanda Ndlovu,-1,-91,1948500
Yuri Romanov,David Murphy,-97,2019000
Tariq Al-Saadi,-1,0,1168500
Santiago Marques,Nala Diallo,-80,748200
Samira Al-Haddad,-1,0,876000
Pedro Gomes,Aisha Hakim,-98,2319600
Sara Hassan,-1,0,948000
Oluwaseun Oladipo,Valentina Castro,-89,1413300
Sakura Tanaka,Savannah Coleman,-96,1605900
Thiago Herrera,-1,0,164100
Nuru Dlamini,-1,0,1906800
Camila Vargas,Nuru Dlamini,-88,139200
Sofia Campbell,-1,0,259800
Asha Kebede,Samuel Richardson,-92,752100
Malik Akoto,Ethan Allen,-92,1353900
Ayumi Suzuki,-1,0,2163000
Habiba Mansour,-1,0,801000
Chen Wang,Nathan Edwards,-79,735000
Imani Eze,-1,0,2416500
Chika Osagie,-1,0,905400
