user_a,user_b,rssi,#timestamp
Shinji Yamamoto,Lily Turner,-80,2125800
Elizabeth Powell,-1,-93,1078500
Sofia Soares,Jomo Keita,-87,850200
Gabriel Rocha,-1,0,1210500
Jamal Nader,Sana Khan,-92,232800
Yelena Voronina,-1,0,2043300
Sebastian Santos,Rashid Mahmoud,-65,1680300
Amelia Castro,Akira Tanaka,-86,2072700
Isaac Hayes,Joshua Wood,-96,2286300
Zhang Wei,-1,0,571500
Haruki Nakamura,Brooklyn Peterson,-71,1507200
Karan Gupta,-1,-59,734700
Juan Pablo Guerra,-1,0,966000
Zikomo Banda,Habiba Mansour,-80,606000
Mia Price,-1,0,2357100
Samuel Perry,Maya Mitchell,-92,1071900
Eleanor Sanchez,William Cox,-75,773400
Amir Khalifa,-1,0,2095500
Nicolas Ortega,Hamza Al-Hussein,-70,1578600
Chinedu Okonkwo,Dalia Mensah,-98,1595400
Sofia Santos,Ayaka Suzuki,-87,755100
Amira Ojo,-1,-90,430200
Valentina Ribeiro,-1,0,370800
Victoria Parker,-1,0,873600
Jin Chen,-1,-72,208800
Khadija Issa,-1,0,275100
Lily Morris,Christopher Price,-78,2311500
Amina Nkrumah,Alexey Smirnov,-91,381300
Dalia Mensah,Sophia Brown,-97,1594500
Lily Morris,-1,0,529500
Yekaterina Pavlova,-1,0,242700
Tatiana Voronina,-1,0,858900
Elena Petrova,Nia Juma,-80,205800
Nora Foster,-1,0,2255400
Emma Guzman,-1,0,1058100
Matthew Adams,-1,0,1437600
Igor Voronin,Joseph Cox,-86,812700
Martin Ferreira,-1,-75,855600
Igor Sidorov,-1,0,972900
Ethan Allen,-1,0,243000
Safiya Kamau,Christopher Davis,-87,1526400
Diego Castro,Emma Lima,-97,2408700
Layla Al-Aziz,-1,0,1091100
Emiliano Costa,-1,0,1783800
Aliya Al-Maqdisi,-1,0,1199700
Elizabeth Powell,-1,0,2070000
Ayumi Suzuki,-1,0,1489200
Roman Smirnov,-1,0,99300
Jamila Moyo,Scarlett Nelson,-94,1465800
Rima Hassan,-1,0,256500
Tariq Al-Rashid,-1,0,1506300
Viktor Sokolov,Aarav Gupta,-85,902400
Ethan Johnson,-1,-87,1306800
Oluwaseun Oladipo,Chukwuma Eze,-92,1516800
Hiroshi Kimura,-1,0,2259300
James Foster,-1,-71,54900
Penelope Brooks,Emily Bell,-90,741000
Anna Volkova,-1,0,1122900
Alejandro Rodríguez,-1,0,1037700
Emma Fernandes,Benjamin Rocha,-88,1507500
Wyatt Roberts,Nathan Brooks,-83,2115000
Emiliano Costa,-1,-68,508800
Ava Wilson,-1,-56,661500
Noor Al-Badawi,Imani Eze,-85,1345500
Ekaterina Antonova,Zoey Griffin,-70,293100
Nisha Shah,-1,-82,1295700
Isabella Barbosa,Ana Oliveira,-74,906300
Ibrahim Al-Abbasi,-1,-82,301800
Gabriel Marques,Nicolas Ortega,-95,2203200
Tomas Vasquez,-1,0,1246500
Andrei Sokolov,Zara Al-Ali,-94,990900
Oliver White,-1,-63,748500
Fatima Al-Ahmadi,-1,-88,1888500
Olivia Smith,-1,-88,2327400
Yuki Nakamura,-1,0,1691400
Amina Juma,-1,0,529500
Rohan Gupta,-1,-93,1748400
Benjamin Turner,-1,-87,666300
Pavel Egorov,-1,0,722700
Adebisi Adeleke,Lucas Garcia,-83,303300
Lucy Ramirez,-1,0,1663500
Christopher Foster,-1,0,1685700
Hadi Al-Jaber,Fatima Nkrumah,-82,388500
Nathan Brooks,Ethan Baker,-76,897600
Valentina Paz,-1,0,1068300
Brooklyn Patterson,-1,-97,2398500
Antonella Ramirez,Hiroshi Kimura,-82,314700
Sergei Ponomarev,Christopher Reed,-90,309300
Ashok Sharma,-1,0,1550700
Fatima Al-Said,Rajesh Gupta,-73,415200
Julian Cooper,-1,-76,415800
Ana Oliveira,Amadi Nwosu,-92,132600
Isabella Costa,Noor Al-Badawi,-90,1419600
Hadi Al-Jaber,Hamza Saad,-81,899100
Zahra Mansour,-1,0,6600
Nkosana Nkosi,Sofia Santos,-98,758400
Anthony Cook,-1,0,2162100
Layla Al-Hamadi,-1,0,334200
Victoria Andrade,Ariana Jenkins,-71,2054100
Ellie Foster,-1,0,2082600
Paisley Phillips,-1,0,837000
Safiya Kamau,-1,0,1822200
Li Chen,-1,0,1074900
Adam Wilson,Skylar Long,-90,2112900
Zahra Al-Jaber,-1,0,2072400
Matias Santana,Skylar Long,-74,2025000
Aleksandr Makarov,Fatimah Mbeki,-88,292500
Madison Peterson,Samuel Lee,-91,1750200
Camila Lima,Lucas Escobar,-92,2202000
Nicolas Almeida,Rajesh Gupta,-81,427800
Elena Castro,-1,0,2074500
Olga Kuznetsova,Matias Santana,-78,1002900
Zahra Mansour,Ellie Foster,-78,1600200
Avery Stewart,-1,0,280800
Sebastian Paz,Daniel Cardoso,-66,463500
Viktor Popov,-1,-87,1698300
Samira Al-Haddad,-1,0,1393200
Valeria Medina,-1,0,1377300
Arjun Patel,Caleb Wood,-70,191100
Aisha Hakim,Ethan Baker,-90,1529700
Chloe Bennett,-1,0,1477200
Imani Koné,-1,-94,478500
Naledi Khumalo,-1,0,1981800
Kato Soumahoro,-1,0,669300
Emma Fernandes,Ahmed Al-Rashidi,-87,1325700
Aleksandr Kozlov,Hamza Al-Hussein,-92,749700
Elijah Rodriguez,-1,0,64500
Malik Sankara,-1,0,159300
Aleksandr Petrov,-1,0,1272000
Fatima Al-Ahmadi,-1,-90,2119500
Lucas Escobar,-1,0,998400
Lumka Ntuli,Adnan Karim,-84,736200
Nala Kone,-1,-47,645300
Lina Al-Saleh,Elizabeth Moore,-94,2199900
Naledi Khumalo,-1,-76,629700
Nala Bah,-1,-96,313200
Juan Gonzalez,-1,-89,1617900
Zahara Adekunle,-1,0,416100
Christian Carter,Ariana Jenkins,-90,1428000
Chipo Moyo,-1,-71,2341200
Aria Reed,-1,-88,102000
Ravi Sharma,-1,0,1090500
Mirembe Nakamura,Nia Sow,-100,1338600
Maya Mitchell,Wyatt Roberts,-74,1011600
Aarav Gupta,-1,0,1361100
Mustafa Al-Masri,-1,-45,1794900
Zuri Kamara,-1,0,223500
Mounir El-Said,-1,0,488700
Amira Al-Jabouri,-1,0,1291500
Aisha Jallow,-1,0,1174200
Samira Khalid,-1,0,663000
Yuki Nakamura,-1,0,1171500
Matias Carvalho,-1,0,723900
Aubrey Russell,-1,0,1471500
Nia Keita,Victoria Morgan,-84,1087500
Lumka Ntuli,Jamila Diawara,-91,1603200
Yara Ndlovu,Uzoma Okeke,-68,713700
Naledi Khumalo,-1,0,2153400
Lily Morris,-1,0,724500
Aleksandr Petrov,Nala Bah,-90,2197800
Mirembe Nakamura,Nathan Stewart,-91,1932300
Olivia Smith,-1,0,2117700
Mateo Silva,-1,0,1736400
Aleksei Sokolov,-1,-69,2238900
Zahara Mwangi,Benjamin Turner,-94,936000
Zuri Kamara,-1,0,1740300
Scarlett Hall,-1,0,1177500
Matías López,-1,0,2415000
Arjun Patel,-1,0,1617300
Violet Kelly,-1,0,1741500
Layla Al-Khouri,Dominic Hernandez,-83,2108700
Aleksei Sokolov,Chidi Okafor,-79,116700
Malik El-Din,-1,0,870000
Min-jun Lee,-1,0,1495800
Isabella Peterson,-1,-90,488700
Paisley Phillips,-1,-68,561000
Isaiah Howard,-1,0,2262000
Zhang Wei,-1,0,1618200
Layla Al-Khouri,-1,0,87900
Isaac Hayes,-1,0,1092600
Anatoli Sokolov,Skylar Long,-96,289200
Khaled Al-Rashidi,-1,-91,1834500
Ethan Johnson,-1,-96,103500
Victoria Lima,-1,0,7500
Ayumi Suzuki,-1,-95,1278900
Youssef Al-Mansoori,-1,0,124800
Ayomide Ojo,-1,-93,572700
Karim Sharif,-1,0,1997700
Amelia Castro,-1,0,2300400
Chukwuma Eze,Khaled Al-Najjar,-85,918600
Tariq Al-Rashid,Jacob Wright,-90,735000
Olivia Smith,-1,0,2268600
Aleksandr Kozlov,Christopher Price,-97,924600
Omar Al-Khalidi,-1,0,1507800
Ravi Sharma,-1,0,900
Zuri Kamara,-1,0,2221500
Nuru Dlamini,Zoey Morgan,-89,2129100
Aleksei Sokolov,-1,0,687000
Valentina Castro,-1,0,1366200
Ayumi Suzuki,-1,0,2030400
Isabella Rodrigues,-1,0,1873800
Ekaterina Volkova,-1,-93,1266900
Scarlett Collins,-1,0,174300
Jamila Moyo,Harper Nelson,-81,1447500
Sofia Soares,Aisha Jallow,-87,1891200
Tunde Kamara,-1,0,1833600
Sofia Costa,-1,0,1780200
Samuel Richardson,-1,0,1689300
Fatima Abiola,-1,0,648000
Yulia Antonova,Samuel Perry,-79,2115600
Asha Kebede,Lily Turner,-72,1413900
Rajesh Sharma,-1,-76,489300
Mikhail Petrov,-1,-79,556800
Saki Tanaka,-1,0,1761600
Emma Lima,Emma Harris,-69,300000
Shinji Yamamoto,Hazel Gonzalez,-94,1430100
Sebastian King,-1,0,1649100
Amina Abiola,-1,0,401400
Oksana Antonova,Ethan Gray,-98,753000
Claire Simmons,Liam Thompson,-78,87300
Leila Al-Zaidi,Ananya Das,-81,1059300
Ayomide Ojo,Ayaka Suzuki,-83,1123500
Paisley Flores,-1,0,454500
Ignacio Silva,Samira Khalid,-71,1070100
Malik Al-Ali,Sana Wang,-78,1483500
Yekaterina Sidorova,-1,0,2169000
Nia Kamara,Kazuki Suzuki,-41,1354200
Nadia Al-Salim,-1,0,1152300
Thabo Mokwena,Asha Osei,-84,1506000
Hasan Al-Masri,Ananya Das,-87,1953900
Fatima Al-Said,Chidi Okafor,-96,1037100
Baraka Sesay,-1,0,1232700
Gabriel Rocha,Hannah Collins,-93,138900
Pedro Gomes,-1,0,1167900
Rania Al-Akbar,Hannah Simmons,-70,423000
Nora Foster,-1,-86,1647000
Anthony Cook,-1,0,1355700
Youssef Al-Mansoori,Aarav Gupta,-76,2037600
Addison Watson,-1,0,723600
Isabella Pereira,Sakura Suzuki,-95,1419000
Safiya Diop,-1,0,1836000
Amina Juma,-1,-95,1328400
Zoey Hall,-1,0,1952100
Dylan Butler,-1,-79,706200
Valeria Ramos,Priya Singh,-90,2076900
Penelope Griffin,-1,-98,351300
Svetlana Volkova,Jabari Toure,-78,1229700
Jomo Bah,-1,-82,1711800
Nia Juma,Hannah Simmons,-98,1472400
Aleksei Sokolov,Emily Bell,-69,903900
Aisha Rahman,-1,0,427200
Zuri Kamara,David Murphy,-75,1516800
Zahra Osei,Savannah Coleman,-90,1505700
Sara Hassan,Matthew Adams,-72,1422900
Camila Vargas,Zoey Morgan,-94,140100
Emma Harris,-1,0,441600
Jabari Azikiwe,-1,-93,1500
Uzoma Okeke,Zoey Morgan,-67,733800
Lucas Almeida,-1,0,1857900
Aleksei Sokolov,-1,-99,501300
Sebastian Foster,-1,0,744900
Nala Diallo,Min-jung Kim,-92,905100
Camila Almeida,Ravi Gupta,-90,1417500
Ethan Baker,-1,-90,1339800
Ellie Price,Andrew Hayes,-93,1974000
Safiya Dlamini,Joseph Kelly,-75,2107800
Viktor Romanov,Matias Pacheco,-94,2119500
Natalya Kuznetsova,-1,0,1843800
Min-jun Lee,Caleb Wood,-94,902100
Lucas Herrera,-1,0,559200
Chukwuma Eze,Malik Al-Ali,-95,447000
Camila Lima,-1,0,454200
Dalia Mensah,-1,0,248400
Fahad Hassan,-1,0,861600
Mikhail Petrov,Karan Gupta,-94,471900
Zara Al-Ali,-1,0,2100
Youssef Al-Saeed,Zahra Al-Jaber,-86,36600
Ryan Rogers,Emily Hall,-75,1807200
Joseph Martinez,-1,0,264600
Yulia Sidorova,Fahad Al-Hamdan,-81,1691400
Naledi Khumalo,Kofi Akoto,-97,827100
Karan Kapoor,-1,0,1095000
Grace Simmons,-1,-88,44400
Christian Carter,-1,0,1786200
Ayanda Ndlovu,-1,-94,1931100
Ravi Sharma,-1,-78,2241900
Jamal Nader,Stella Rodriguez,-78,508500
Chloe Bennett,-1,0,282600
Aisha Hakim,Christopher Perry,-73,1932600
Chidi Okafor,-1,0,1686600
Isaiah Howard,-1,0,2064000
Natalia Voronova,-1,-55,2276400
Fatima Al-Ahmadi,-1,-76,2127000
Amelia Murphy,Charlotte Bell,-92,1664400
Malik Saleh,-1,0,44100
Ayanda Ndlovu,-1,0,1239300
Hiroshi Kimura,-1,-88,338700
Gabriela Oliveira,-1,0,2179800
Owen Edwards,Nora Howard,-92,2053800
Ayesha Mensah,Nisha Patel,-63,497400
Chloe Bennett,-1,0,1394100
Mulatu Tadesse,Oksana Volkova,-85,909900
Samuel Perry,Scarlett Nelson,-81,2108400
Zikomo Banda,Penelope Brooks,-96,1339500
Oksana Volkova,Amelia Castro,-89,2024400
Lina Al-Saleh,Hassan Ibrahim,-93,2198100
Santiago Almeida,-1,0,924000
Amadi Nwosu,-1,0,1138500
Ibrahim Fawzi,-1,0,860700
Pavel Egorov,-1,-90,1138200
Musa Kamau,Priya Patel,-73,733800
Lucas Herrera,Mei Zhang,-85,809400
Mia Miller,Ava Simmons,-86,1616700
Zainab Touré,-1,-73,1893300
Lucas Rios,Eleanor Sanchez,-74,979500
Hassan Al-Abdullah,-1,-87,2064300
Haruki Takahashi,-1,0,1060500
Sebastian Barbosa,Joseph Cox,-80,341700
Mia Price,-1,0,2000100
Wyatt Roberts,Victoria Morgan,-91,2319900
Jack Morris,-1,-97,2241600
Aliya Al-Maqdisi,Layla Price,-86,297300
Rashid Farah,Lily Foster,-99,2211000
Ryota Nakamura,Penelope Brooks,-81,1422000
Arisa Sato,-1,0,1959000
Claire Simmons,Liam Thompson,-86,2177400
Zoey Powell,-1,0,2099700
David Rogers,Ava Simmons,-87,998700
Tetsuya Ono,-1,0,316200
Camila Lima,-1,0,2317500
Joshua Wood,-1,-96,530400
Valeria Ramos,Santiago Almeida,-86,148200
Ravi Sharma,-1,0,1791000
Aleksei Volkov,-1,0,1664700
Lumka Ntuli,Owen Edwards,-74,2205300
Violet Perry,-1,-69,944100
Valentina Ramírez,-1,0,2021400
Zahra Mansour,Brooklyn Patterson,-92,1610400
Asha Osei,Ava Simmons,-75,1682100
Joshua Wood,-1,0,436500
Ava Wright,-1,-78,589200
Lily Morris,-1,0,2170200
Malik El-Din,-1,0,1572300
Chidi Okafor,-1,-78,588600
Victoria King,-1,0,930300
Aria Reed,Ariana Jenkins,-87,1941300
Halima Toure,Joseph Kelly,-94,2197800
Svetlana Orlova,Amelia Andrade,-93,733200
Amelia Castro,-1,0,2418300
Roman Kozlov,-1,0,1605600
Habiba Mansour,-1,-84,2096100
Igor Voronin,Baraka Soumahoro,-75,1403400
Brooklyn Patterson,-1,-94,1133100
Isabella Guzman,Noor Al-Badawi,-86,1953300
Ayomide Kamau,Joseph Kelly,-82,297600
Yara Aziz,-1,-87,609900
Vladimir Sidorov,-1,0,689100
Diop Sarr,Yasmin Hamdi,-70,437700
Roman Smirnov,Dmitri Sidorov,-90,1912800
Amir Khalifa,Levi Russell,-92,819000
Avery Young,-1,-96,2221500
Ekaterina Ivanova,Amelia Clark,-96,1420800
Caleb Sanchez,-1,-72,1279800
Lucas Almeida,Salma Al-Jaber,-92,2207100
Ryota Nakamura,Ranjana Sharma,-85,2335500
Mounir El-Said,Caleb Wood,-81,777600
Zhang Wei,-1,0,650400
Mei Wang,-1,0,2417700
Catalina Castro,Zara Al-Masri,-66,2040000
Mariam Al-Rizk,Gabriel Cox,-92,676800
Yuki Nakamura,-1,0,1639200
Zahara Adekunle,-1,0,1025700
Antonella Ramirez,-1,-92,86400
Sofia Costa,-1,0,2034600
Valeria Ramos,Priya Singh,-92,1549800
Ayako Tanaka,-1,0,1041300
Landon Sanders,-1,-51,2390400
Zoey Morgan,-1,0,601800
Aisha Keita,Amira Sarr,-99,1475400
Ava Wilson,-1,-87,1262400
Makeda Kebede,-1,0,906000
Ayesha Mensah,-1,0,855600
Yuri Romanov,-1,-75,186600
Stella Mitchell,-1,0,1327500
Ibrahim Fawzi,-1,0,84300
Mei Chen,Lily Foster,-96,205200
Malik Al-Ali,Ayesha Touré,-88,819300
Aleksandr Popov,Fatima Al-Said,-74,730800
Ayodele Ogundele,-1,0,641400
Sara Hassan,Emily Bell,-96,2022300
Sofia Mendoza,-1,-74,1269000
Chinedu Okonkwo,-1,-97,1238100
Amira Kebede,Penelope Brooks,-74,1611000
Malik Saleh,-1,0,1908900
Imani Eze,-1,0,1181700
Tatiana Ivanova,-1,0,1870200
Aleksandr Makarov,Igor Voronin,-98,751800
Vitaly Popov,-1,0,1476300
Tomas Vasquez,Jamal Nader,-95,893400
Ali Abbas,-1,0,1145700
Amara Bello,-1,0,239400
Avery Stewart,-1,-88,1116600
Benjamin Rocha,Satoshi Tanaka,-74,1434600
Ella Phillips,Andrew Hayes,-90,2022000
Malik Akoto,-1,0,1482300
Ayomide Ojo,-1,0,845700
Idris Nkrumah,-1,0,645900
Ariana Jenkins,Lily Foster,-85,605100
Ji-woo Lee,-1,0,999000
Agustin Ramirez,-1,-79,606600
Ellie Foster,Leah Watson,-94,1214400
Paisley Phillips,Anthony Cook,-82,1808400
Samuel Bennett,-1,0,1231800
Noah Martinez,-1,-78,240300
Oluwaseun Oladipo,Martin Ferreira,-86,1518600
Santiago Castro,Tariq Al-Rashid,-93,735300
Khadija Issa,Svetlana Volkova,-91,2118000
Abigail Morgan,-1,0,1040700
Mei Nakamura,-1,-66,696900
Avery Stewart,-1,0,2223300
Priya Singh,-1,-84,327000
Hamza Al-Hussein,-1,-45,246300
Chika Akintola,-1,-83,248100
Roman Kozlov,Baraka Sesay,-88,986400
Mandela Dlamini,-1,0,412500
Tariq Al-Saadi,-1,-86,971700
Alejandro Morales,Rashid Mahmoud,-95,1951500
Mubarak Achebe,-1,0,547800
Zikomo Banda,-1,0,1884300
William Cox,-1,0,1371000
Addison Gonzalez,-1,0,725700
Svetlana Volkova,Vladimir Smirnov,-91,2292900
Mason Anderson,-1,0,281400
Malik Al-Ali,-1,0,1844100
Owen Edwards,Zoey Griffin,-94,2112000
Antonella Mendonça,-1,-43,584400
Madison Peterson,-1,0,1619700
Nia Nkosi,-1,-82,644100
Henry Hughes,-1,0,388500
Igor Voronin,Emily Bell,-78,480000
Alexander Reed,-1,-92,1511400
Aliya Al-Saadi,Skylar Long,-90,1415100
Alejandro Morales,Hannah Collins,-60,147000
Tariq Mansour,-1,-85,1993800
Ava Wright,-1,0,119700
Emma Guzman,Aliya Al-Maqdisi,-94,2216400
Amina Koné,-1,-78,123900
Omar Al-Haddad,-1,0,12600
Fatima Al-Said,David Ross,-93,2149800
Nkosana Nkosi,-1,0,765300
Aisha Al-Mahdi,Mia Miller,-93,1958400
Paisley Phillips,Anthony Cook,-77,1122900
Hadiya Mahmoud,Fatima Al-Said,-80,132600
Ayesha Mensah,-1,0,1924200
Imran Dube,-1,0,480900
Mei Chen,-1,0,231000
Fatoumata Diop,Nia Nkosi,-90,1003200
Eli Ramirez,-1,-87,132000
Naledi Khumalo,Liam Thompson,-100,2043000
Tatiana Voronina,-1,0,635100
Nkosana Nkosi,Mateo Costa,-92,864300
Musa Kamau,-1,-82,1623900
Isabella Costa,Malik Sankara,-80,2026200
Mariam Al-Rizk,James Foster,-79,2167800
Leonardo Cordero,Amira Sarr,-100,293700
Nuru Dlamini,-1,0,561300
Samuel Coleman,-1,0,1651200
Amir Khalifa,-1,0,2362200
Zara Al-Ali,Michael Cooper,-91,1026300
Ivan Smirnov,Imran Dube,-79,829200
Benjamin Turner,-1,-83,1078500
Tawanda Gumbo,-1,0,278700
Andrew Foster,Luna Howard,-72,2392200
Jacob Wright,-1,0,1749600
Ravi Sharma,Madison Bailey,-86,1959600
Fatoumata Diop,Luna Howard,-81,1590900
Sofia Mendoza,-1,-76,629400
Tariq Ibrahim,-1,-91,1050600
Ignacio Silva,-1,0,801900
Fatima Al-Ahmadi,-1,0,960900
Sofia Ribeiro,Abdullah Fawzi,-93,135000
Arisa Sato,Jin Chen,-88,1416900
Zikomo Banda,-1,0,918300
Roman Smirnov,-1,0,1324200
Mateo Costa,Nathan Stewart,-56,690300
Mpho Mohapi,Diop Sarr,-93,1423500
Min-jun Lee,-1,0,2025600
Zahra Al-Jaber,Addison Watson,-100,1815300
Adnan Karim,-1,0,1746600
Tariq Ibrahim,Emma Fernandes,-65,2017500
Zoey Morgan,-1,0,1965900
Emiliano Costa,Benjamin Mendez,-60,822600
Jacob Wright,-1,-75,1120800
Vladimir Smirnov,Ana Oliveira,-70,727500
Chukwuma Eze,-1,0,517500
Santiago Castro,Sophia Cooper,-84,1614300
Mandela Dlamini,-1,0,1205100
Ayomide Kamau,-1,0,2358300
Karim Sharif,Michael Coleman,-62,1330800
Rima Hassan,Asha Kebede,-84,817500
Omar Al-Khouri,Luna Howard,-82,396000
Isabella Ferreira,Rajesh Sharma,-83,941100
Zoey Hall,-1,0,1186500
Valentina Castro,Malik Nwosu,-84,2124600
Emma Fernandes,Ayumi Suzuki,-86,1414800
Scarlett Murphy,-1,-92,1983000
Isaac Rogers,-1,-46,117900
Svetlana Volkova,Benjamin Turner,-80,1500900
Fatima Al-Ahmadi,Sakura Tanaka,-93,224100
Julian Ross,-1,-80,1225800
Chika Osagie,-1,0,1549500
Anna Romanova,Camila Cardoso,-71,298200
Li Chen,-1,-68,696300
Zainab Nkosi,Luna Howard,-97,2003700
Nicolas Almeida,Rajesh Gupta,-73,1759500
Adnan Karim,-1,0,2092500
Yuki Nakamura,Matthew Bell,-85,1952700
Ellie Foster,Landon Morgan,-87,258600
Sergey Kozlov,-1,0,1725000
Valeria Medina,Jamila Moyo,-90,1959000
Sofia Mendoza,-1,-67,1526100
Tatiana Ivanova,Scarlett Murphy,-98,1085100
Elena Castro,Hamza Al-Hussein,-70,475500
Ahmed Rizk,-1,0,538500
Chloe Parker,-1,0,1486800
Daria Antonova,-1,-92,477300
Isabella Ferreira,Emilia Pereira,-69,2168100
Irina Volkova,-1,0,579900
Amelia Andrade,Ayako Tanaka,-79,723300
Abigail Green,-1,0,627600
Christopher Foster,-1,0,474600
Samira Khalid,Tetsuya Ono,-35,868800
Santiago Ferreira,Owen Edwards,-97,2202000
Akira Tanaka,Zoey Morgan,-87,1931400
Youssef Al-Mansoori,Youssef Al-Saeed,-75,716700
Shinji Yamamoto,-1,0,185400
Emily Bell,-1,0,1305300
Zoey Powell,-1,0,1140600
Fahad Al-Hamdan,-1,0,1398900
Rania Al-Akbar,Omar Al-Khouri,-88,2013600
Amina Juma,-1,0,573900
Diego Castro,Emma Lima,-73,1385400
Leila Mahmoud,-1,-80,428100
Jack Morgan,-1,-94,699000
Skylar Long,Matthew Adams,-84,210600
Layla Al-Farsi,-1,-76,1474800
Jack Morris,-1,0,1284300
Aleksandr Petrov,-1,0,1838100
Claire Simmons,Sebastian Foster,-76,103500
Jelani Mansour,Andrew Foster,-83,2302200
Chipo Moyo,-1,0,1131600
Kwame Adebayo,William Cox,-85,2277900
Vitaly Popov,Lucas Rios,-92,1104600
Hadiya Mahmoud,-1,0,948600
Mateo Costa,Eli Ramirez,-94,788700
Emily Bell,-1,-76,243600
Zhang Wei,-1,0,1283400
Martin Ferreira,-1,-83,443700
Hamza Al-Hussein,Asha Kebede,-67,741000
Rima Hassan,-1,-92,1396200
Grace Adams,-1,0,652200
Isabella Davis,-1,0,1036500
Kwame Diallo,-1,0,50700
Emiliano Costa,Nala Diallo,-92,749100
Tariq Al-Rashid,-1,0,1646700
Ayodele Balogun,Sara Hassan,-91,720900
Dominic Hernandez,Lucas Garcia,-83,1483800
Aliya Al-Maqdisi,Victoria Rivera,-74,1116000
Tunde Kamara,-1,-93,1643100
Tariq Al-Saadi,-1,0,932700
Kwame Osagie,-1,-92,1105800
Martina Alvarez,-1,0,181800
Mustafa Al-Masri,-1,0,1838100
Sara Hassan,Ayomide Ojo,-76,899700
Viktor Sokolov,-1,0,1593900
Nkosana Nkosi,Ayaka Suzuki,-73,1958100
Amir Khalifa,Isaac Hayes,-75,1080000
Hamza Saad,Anthony Cook,-88,1500000
Amara Bello,-1,0,493800
Tsholofelo Molefe,Layla Price,-83,1916700
Emma Mendonça,Christopher Price,-81,1347000
Sergey Antonov,-1,0,642300
Matias Barros,Nisha Patel,-87,1329600
Fatima Al-Said,Ava Wilson,-75,2068800
Kofi Sankara,-1,-80,740100
Ji-hye Park,-1,0,1758300
Martina Oliveira,Liam Thompson,-76,2313600
Sergei Smirnov,-1,0,1383900
Isabella Rodrigues,-1,0,1712400
Priya Patel,-1,0,2338800
Nicolas Ribeiro,Andrew Hayes,-91,2334900
Yasmin Hamdi,-1,0,77100
Tetsuya Ono,Aubrey Russell,-74,901500
Aisha Jallow,Joseph Cox,-96,25500
Daria Antonova,Vitaly Voronov,-68,905100
Amir Khalifa,-1,0,864900
Uzoma Okeke,Ayako Suzuki,-66,906900
Matias Pacheco,-1,0,792300
Isabella Guzman,-1,0,1860300
Haruki Takahashi,-1,0,2370600
Charlotte Thomas,-1,-80,614100
Sofia Soares,Joseph Cox,-94,779400
Haruki Nakamura,Aarav Gupta,-76,1602600
Abigail Morgan,-1,0,2315100
Diego Castro,Ella Phillips,-93,2035800
Yuki Nakamura,Isaac Hayes,-81,1031100
Oksana Volkova,-1,0,699300
Viktor Sokolov,Brooklyn Peterson,-95,2044500
Lucas Almeida,-1,0,1744200
Emily Cook,-1,0,63000
Sofia Mendoza,Amelia Clark,-88,124800
Juan Gonzalez,-1,0,2417700
Sofia Mendoza,-1,-77,1587600
Lily Morris,-1,0,562500
Gabriela Oliveira,-1,0,2220000
Omar Al-Haddad,Alexander Hill,-97,786000
Rajesh Gupta,-1,0,1367100
Jomo Keita,-1,0,1406700
Shinji Yamamoto,-1,0,558600
Martina Cardoso,Mariam Al-Zahid,-95,1332600
Zhang Li,Joshua Wright,-80,2190900
Tomas Sanchez,Ali Abbas,-90,824400
Andrew Foster,-1,0,1539000
Emiliano Cabrera,-1,0,1784700
Mojalefa Modise,-1,0,183000
Mariam Al-Rizk,Zahara Mwangi,-96,1045500
Isabella Costa,Chen Wang,-89,1508100
Christopher Foster,-1,0,1963800
Dalia Mensah,Hazel Gonzalez,-90,742800
Ahmed Rizk,Kofi Sankara,-61,1514400
Dominic Hernandez,Luna Howard,-97,875100
Tawanda Gumbo,-1,-76,2224500
Victoria Andrade,-1,0,1532700
Malik Toure,-1,0,1241100
Asha Kebede,Ji-woo Park,-73,1100700
Nour Al-Saeed,-1,0,1086600
Leila Al-Zaidi,Fatima Abiola,-65,997500
Vladimir Sidorov,Natalya Sidorova,-78,1337100
Aleksandr Kozlov,Isabella Ferreira,-67,2159700
Mason Anderson,-1,0,2000400
Alexey Smirnov,-1,0,2194800
Ellie Foster,Aubrey Russell,-90,2106600
Aisha Hakim,-1,0,2179800
Savannah Coleman,-1,0,1012200
Malik El-Din,-1,-91,1289100
Vladislav Romanov,-1,0,1137000
Ryota Nakamura,Ranjana Sharma,-86,538200
Viktor Sokolov,Lina Al-Saleh,-86,1465200
Emiliano Costa,-1,-80,121800
Imani Eze,-1,0,669300
Igor Voronin,Noor Al-Badawi,-88,132900
Sara Hassan,Amelia Murphy,-98,144300
Elena Castro,-1,-61,1406400
Samuel Lee,Leah Watson,-79,313500
Santiago Castro,-1,0,1272600
Amelia Coleman,-1,-82,1340700
Karim Sharif,-1,0,644700
Hiroshi Nakamura,-1,0,1536600
Lucas Rocha,Asha Kebede,-92,2033400
Kazuki Yamamoto,-1,0,1952100
Isabella Rodrigues,-1,-92,418200
Aubrey Russell,Alexander Reed,-97,1942200
Aarav Gupta,Ethan Allen,-70,812700
Nia Sow,-1,0,1750500
Emma Fernandes,Leila Al-Zaidi,-81,1145400
Yasmin Al-Ahmad,Zara Diop,-86,377400
Viktor Popov,Min-jun Lee,-94,993600
Aleksandr Kozlov,Priya Patel,-84,2130600
Ranjana Sharma,William Cox,-93,294900
